2025-09-07 13:00:31 | INFO | Generated JSON message: {'machine_id': 'M003', 'status': 'error', 'temperature': 102.5, 'timestamp': '2025-09-07T08:02:00', 'error_code': 'E101'}
2025-09-07 13:00:31 | INFO | Sent message to topic 'manufacturing_json_topic': {'machine_id': 'M003', 'status': 'error', 'temperature': 102.5, 'timestamp': '2025-09-07T08:02:00', 'error_code': 'E101'}
2025-09-07 13:00:33 | INFO | Generated JSON message: {'machine_id': 'M001', 'status': 'maintenance', 'temperature': 70.0, 'timestamp': '2025-09-07T08:03:00'}
2025-09-07 13:00:33 | INFO | Sent message to topic 'manufacturing_json_topic': {'machine_id': 'M001', 'status': 'maintenance', 'temperature': 70.0, 'timestamp': '2025-09-07T08:03:00'}
2025-09-07 13:00:35 | INFO | Generated JSON message: {'machine_id': 'M001', 'status': 'running', 'temperature': 75.2, 'timestamp': '2025-09-07T08:00:00'}
2025-09-07 13:00:35 | INFO | Sent message to topic 'manufacturing_json_topic': {'machine_id': 'M001', 'status': 'running', 'temperature': 75.2, 'timestamp': '2025-09-07T08:00:00'}
2025-09-07 13:00:37 | INFO | Generated JSON message: {'machine_id': 'M002', 'status': 'idle', 'temperature': 68.4, 'timestamp': '2025-09-07T08:01:00'}
2025-09-07 13:00:37 | INFO | Sent message to topic 'manufacturing_json_topic': {'machine_id': 'M002', 'status': 'idle', 'temperature': 68.4, 'timestamp': '2025-09-07T08:01:00'}
2025-09-07 13:00:39 | INFO | Generated JSON message: {'machine_id': 'M003', 'status': 'error', 'temperature': 102.5, 'timestamp': '2025-09-07T08:02:00', 'error_code': 'E101'}
2025-09-07 13:00:39 | INFO | Sent message to topic 'manufacturing_json_topic': {'machine_id': 'M003', 'status': 'error', 'temperature': 102.5, 'timestamp': '2025-09-07T08:02:00', 'error_code': 'E101'}
2025-09-07 13:00:41 | INFO | Generated JSON message: {'machine_id': 'M001', 'status': 'maintenance', 'temperature': 70.0, 'timestamp': '2025-09-07T08:03:00'}
2025-09-07 13:00:41 | INFO | Sent message to topic 'manufacturing_json_topic': {'machine_id': 'M001', 'status': 'maintenance', 'temperature': 70.0, 'timestamp': '2025-09-07T08:03:00'}
2025-09-07 13:00:43 | INFO | Generated JSON message: {'machine_id': 'M001', 'status': 'running', 'temperature': 75.2, 'timestamp': '2025-09-07T08:00:00'}
2025-09-07 13:00:43 | INFO | Sent message to topic 'manufacturing_json_topic': {'machine_id': 'M001', 'status': 'running', 'temperature': 75.2, 'timestamp': '2025-09-07T08:00:00'}
2025-09-07 13:00:45 | INFO | Generated JSON message: {'machine_id': 'M002', 'status': 'idle', 'temperature': 68.4, 'timestamp': '2025-09-07T08:01:00'}
2025-09-07 13:00:45 | INFO | Sent message to topic 'manufacturing_json_topic': {'machine_id': 'M002', 'status': 'idle', 'temperature': 68.4, 'timestamp': '2025-09-07T08:01:00'}
2025-09-07 13:00:47 | INFO | Generated JSON message: {'machine_id': 'M003', 'status': 'error', 'temperature': 102.5, 'timestamp': '2025-09-07T08:02:00', 'error_code': 'E101'}
2025-09-07 13:00:47 | INFO | Sent message to topic 'manufacturing_json_topic': {'machine_id': 'M003', 'status': 'error', 'temperature': 102.5, 'timestamp': '2025-09-07T08:02:00', 'error_code': 'E101'}
2025-09-07 13:00:49 | INFO | Generated JSON message: {'machine_id': 'M001', 'status': 'maintenance', 'temperature': 70.0, 'timestamp': '2025-09-07T08:03:00'}
2025-09-07 13:00:49 | INFO | Sent message to topic 'manufacturing_json_topic': {'machine_id': 'M001', 'status': 'maintenance', 'temperature': 70.0, 'timestamp': '2025-09-07T08:03:00'}
2025-09-07 13:00:51 | INFO | Generated JSON message: {'machine_id': 'M001', 'status': 'running', 'temperature': 75.2, 'timestamp': '2025-09-07T08:00:00'}
2025-09-07 13:00:51 | INFO | Sent message to topic 'manufacturing_json_topic': {'machine_id': 'M001', 'status': 'running', 'temperature': 75.2, 'timestamp': '2025-09-07T08:00:00'}
2025-09-07 13:00:52 | WARNING | Producer interrupted by user.
2025-09-07 13:00:52 | INFO | Kafka producer closed.
